bedrooms,total_sqft,bath,balcony,price
2,1089,2,1,43.55
3,1804,3,2,175
2,1257,2,1,68.5
1,650,1,2,19.87
3,1850,3,2,150
4,2800,4,1,200
2,945,2,,40
2,1161,2,1,63.85
3,1630,3,2,51.35
3,1310,2,2,60
2,750,2,1,28
3,1200,3,1,67.77
2,1000,2,1,45
4,4000,4,2,225
2,1315,2,2,70
3,1370,2,2,90
5,1200,4,3,150
2,1465,3,3,90
3,20000,3,,175
2,1128,2,1,64
3,1250,2,2,70
3,1645,3,2,117
3,1284,2,2,75
3,2600,3,2,199
3,1820,3,2,150
3,1580,3,1,73
3,2650,3,2,125
2,1215,2,1,68
2,1075,2,1,40
3,1400,2,3,78
3,1400,2,1,55
2,845,2,1,30
4,2600,4,3,40
4,3508,6,0,385.5
2,800,2,1,85
2,1199,2,1,85
2,1175,2,2,43.48
3,2400,3,,270
3,1767,3,2,109
4,1800,3,1,90
3,1856,3,2,135
3,1200,3,,140
3,1613,3,0,150
4,6830,5,,795
2,1290,2,0,90
2,1375,2,1,78
2,985,2,2,57
4,1200,4,1,200
2,1099,2,1,37.5
1,605,1,0,13.31
11,6000,12,,150
7,3600,7,3,160
2,1200,2,1,53
2,1000,2,1,45
3,1159,2,3,38
5,3692,5,,340
2,600,2,1,80
4,2400,4,3,600
3,1540,2,2,78
3,1503,2,2,93
3,1850,4,2,120
3,1580,3,1,60
2,1190,2,2,39.25
2,1200,2,1,61
7,1000,7,3,250
2,850,1,1,19.9
3,2180,3,2,285
3,2500,2,1,60
3,1200,3,1,56.12
3,1500,2,2,52
5,1200,3,2,180
3,1880,3,3,120
2,1150,2,2,45
4,4408,4,2,344
2,924,2,2,35.11
5,7800,6,,385
6,600,6,3,100
4,750,4,1,95
3,1962,3,2,175
5,1200,4,3,240
3,1765,3,2,77.27
2,1174,2,1,29.35
3,1894,3,1,115
4,960,2,2,138
3,1760,3,2,142
3,1768,3,3,95
3,1790,3,0,97
4,3500,5,1,800
2,1200,2,1,45
4,2540,4,0,160
2,1137,2,1,53.4
4,2249.81,,,229
7,1200,6,,115
3,1568,2,2,100
4,4900,4,0,393.5
2,1308,2,1,60
4,3060,4,2,350
3,1200,2,1,41
1,800,1,2,32
1,530,1,1,13.5
3,873,2,1,40
7,3000,6,3,145
4,1200,4,1,235
2,958,2,1,33.53
3,2072,4,2,160
3,2273,3,3,159
3,600,3,2,90
1,760,1,2,50
2,1090,2,2,43.5
3,2072,4,2,155
3,2666,3,1,230
3,1550,2,1,89
2,1251,2,1,50
2,1070,2,1,53
2,1200,2,2,45
3,1435,2,2,60
3,1400,2,3,45
4,2330,3,2,94.71
2,1200,2,3,60
2,1000,2,2,40
3,1655,2,2,62.89
9,3600,9,3,240
1,600,1,1,35
2,1175,2,1,50
2,1155,2,2,40.43
3,1200,3,2,98
2,1149,2,2,65
3,1610,,,98.485
4,3200,4,2,375
2,1010,2,2,55
3,1718,3,2,119
2,650,1,1,20
2,1330,2,2,77
2,1200,2,2,68
3,1693,3,2,89
2,1249,2,1,165
3,1800,4,1,125
2,900,2,0,55
2,1020,2,1,46
3,1700,3,2,77
1,661,1,1,40
2,1280,2,2,60.16
5,1000,4,2,90
2,1170,2,1,48
1,933,2,1,58
2,1150,2,0,44
4,3633,6,2,550
3,1380,3,3,130
2,1050,2,1,64.8
2,1080,2,1,37.8
2,1303,2,1,90
2,1196,2,2,40.54
5,2500,3,2,180
5,1200,4,1,95
3,1250,3,2,41
3,1419,2,3,87
2,1200,2,3,49
2,1120,2,2,65
1,755,1,0,45.4
2,1245,2,1,75
4,3978,4,3,428
2,1093,2,1,34
2,1025,1,1,26.63
2,1345,2,1,97
2,1500,2,1,45
2,1180,2,1,86
2,1020,2,1,48.45
3,1800,3,3,85
4,3621,4,1,511
3,2008,3,2,170
3,1240,2,2,39.85
2,1020,2,1,55
3,2095,3,2,142
3,1362,3,2,62.63
1,694,1,0,30.84
2,1404,2,2,70
3,1192,2,3,47
8,1850,12,,300
4,1050,1,0,35
2,1259,2,1,67.48
2,1000,2,2,34
2,985,2,1,49.97
1,850,1,2,60
3,1650,2,1,50
5,2400,3,1,320
3,1900,4,1,180
2,1367,2,2,86
3,1210,2,2,81
2,1190,2,1,48.6
2,1175,2,2,42
4,2800,4,,400
2,1140,2,2,40
2,1095,2,2,33.6
1,782,1,0,19.55
3,1435,2,2,80
2,725,2,2,36
3,1600,2,2,88
5,1200,5,,160
4,3205,4,2,300
4,720,3,1,95
3,1674,3,,90
4,860,4,2,125
2,1243,2,2,46
3,1703,3,2,130
3,1350,3,1,71.55
2,1145,2,1,41.21
2,1216,2,1,75
2,1100,3,1,60
4,2425,5,1,201
4,2700,4,2,175
2,1196,2,2,40.54
3,1600,3,3,90
3,1510,3,3,47.57
4,3033,4,1,326
2,780,2,1,72
2,1194,2,2,47
2,1250,2,2,110
5,1480,4,1,169
4,1250,4,1,100
4,1350,4,2,160
1,620,2,0,48
3,1630,3,2,60.65
2,1020,2,0,45
3,1410,2,2,53.58
2,1181.7,2,1,100
9,1200,8,3,270
3,1691,3,2,113
4,1200,4,0,83
2,1200,2,3,60
2,1050,2,2,50
3,1300,3,2,77.99
2,1356,2,1,94.84
2,1338,2,1,103
1,500,1,1,20
3,1280,2,1,100
3,1531,3,3,51.77
4,11000,4,1,1600
2,620,1,1,23.5
3,1605,2,2,65
3,1917,3,2,110
4,1200,3,1,340
3,2750,3,2,943
3,1400,3,2,55
3,2625,3,3,175
2,1100,2,1,55
3,2041,3,3,128
3,2070,4,2,160
3,1110,3,3,59
3,1650,3,1,110
4,3565,4,3,255
3,1033,2,2,30.47
2,1142,2,2,65
3,1500,2,2,75
3,1502,3,3,50
3,1176,2,1,45
2,1063,2,1,32.8
2,1100,2,1,60
2,1044,2,2,85
3,5400,3,2,700
2,1216,2,2,60
3,1425,3,2,55
8,1200,8,2,150
2,1345,2,2,108
2,1248,2,1,130
4,1830,4,2,325
2,900,1,0,130
4,3600,4,,245
2,1025,2,1,35.88
2,840,1,1,99
3,3050,2,,90
3,1424,2,2,75
3,2500,3,1,268
6,1200,6,,230
2,1285,2,2,45
2,1450,2,1,55.99
2,1160,2,1,70
3,2700,3,0,350
3,2000,2,2,95
2,1125,2,1,47.65
4,3900,4,2,175
2,1133,2,1,38.37
2,1240,2,2,60
3,1466,3,3,77.59
4,3870,4,2,411
3,1610,2,2,115
3,1220,3,2,56
2,1225,2,2,48
2,1300,2,1,54
3,1996,4,1,123
3,1320,2,2,55
3,1800,3,2,240
3,1835,3,3,175
3,1435,3,2,90
3,4097,3,,400
3,1601,3,3,70
2,1257,2,2,93
4,3596,5,1,260
2,1309,2,2,95
2,1362,2,0,100
2,1115,2,1,55
3,1870,3,2,90
2,1322,2,1,61.99
3,1450,2,1,65
2,1185,2,2,67
3,1790,3,3,120
3,3450,4,2,208
2,1050,2,2,52.5
1,664,1,0,27.375
4,5400,4,2,750
1,775,1,0,39
2,1000,2,2,48
2,1183,2,1,77.25
3,1282,3,2,178
1,425,1,1,15
2,820,2,2,30
4,2230,4,,792
2,1200,2,2,52
2,1151,2,2,43.6
3,1320,2,2,59
3,1450,3,2,68
3,1270,2,3,50.79
3,1847,3,2,123
1,1020,2,1,49.87
3,1650,3,,95
4,2380,4,3,242
3,2400,2,,78
2,1160,2,2,44
4,2805,4,3,154
3,1360,3,0,47.6
2,1089,2,1,49
2,1115,2,2,60
2,1215,2,1,45
2,1194,2,1,51
3,1536,3,1,104
2,1255,2,2,55.5
3,1571,3,2,83
2,900,1,0,70
2,1517,2,2,125
1,664,1,1,35.4
2,1230,2,1,58
2,1340,2,2,72
2,1175,2,1,29.38
4,3569,4,1,600
2,1240,2,2,43.1
3,1470,2,1,44.1
1,525,,,29.25
3,1680,3,2,117
2,1000,2,2,35
2,1071,2,1,51
3,1512,3,,80
4,3435,2,1,341
3,3144,3,1,455
2,1190,2,1,60
3,1550,2,3,80
2,1283,2,2,63.22
2,1325,2,2,73
2,1105,2,1,35.36
3,1600,3,2,74.5
4,400,2,2,35
2,700,,,41.145
2,1100,2,1,44.55
3,2099,3,3,147
3,1365,2,1,72
2,1485,3,3,132
2,1250,2,1,55
3,1290,2,2,56.12
2,1170,2,1,46.79
2,1328,2,3,91.06
2,1232,2,1,87
2,1180,2,2,88.5
3,1350,3,2,66
4,3602,4,,280
4,2400,4,1,145
2,1020,2,2,32
3,1410,2,3,49.34
3,2159,3,2,120
,1453,,,16.5
3,1200,2,0,66
2,1255,2,1,57.5
2,1074,2,1,42.79
3,1200,3,2,72
3,1170,2,2,35.41
1,596,1,0,31.315
3,1660,2,,100
5,900,6,1,95
6,1850,3,0,175
1,510,1,0,34
3,1601,3,2,95
2,952,2,1,42
2,1166,2,3,65
3,2700,2,1,260
4,1900,3,1,97
3,1350,2,0,175
3,1520,2,2,96
4,2100,6,3,100
2,1175,2,2,50
2,1432,2,2,68
2,1005,2,1,39.77
2,1309,2,1,80
3,2251,4,2,370
2,1050,2,1,77
3,1100,3,2,53
3,2400,3,3,310
3,1565,2,2,56.34
2,940,2,1,56
2,1015,2,1,40.1
3,2400,2,0,360
3,1652,3,3,110
2,1100,2,2,52
4,2340,4,1,145
2,1084,2,1,179
2,1200,1,1,81
3,1400,3,3,69
4,2400,5,0,320
2,1020,2,1,27.43
2,1267,2,1,90.33
4,2439,4,3,185
3,1645,3,,95
3,1100,2,2,75
3,1320,2,1,38.12
2,1000,2,1,29.7
4,5000,5,2,550
6,2500,6,3,58
2,2480,2,1,160
2,1086,2,2,44.5
1,416,1,1,18
2,1066,2,1,52.23
3,1730,3,1,93
2,1205,2,1,63.86
4,2500,5,2,175
2,960,2,1,55
3,1510,3,2,83.05
4,1600,4,2,90
3,2300,3,2,142
2,1000,2,1,63
2,1160,2,1,46.39
3,1553,2,2,58.23
4,3436,5,,345
2,1134,2,2,45
4,600,4,2,80
5,2400,3,3,80
4,2400,4,1,143
2,1350,2,2,65
2,1032,2,1,42
3,1998,3,2,117
2,1225,2,2,48
2,1262,2,2,67
3,1842,3,2,115
2,1300,2,,60
2,1070,2,2,38.6
2,950,2,1,33
2,1012,2,1,53.58
2,1000,2,0,70
2,1394,2,2,56
3,1450,2,1,85
1,527,1,0,35
3,1693,3,2,125
4,3122,6,2,235
2,1000,2,1,46
2,952,2,2,49
3,2050,4,,270
1,1200,1,1,14
3,1410,2,2,64
2,1400,2,2,108
4,3056,5,,100
3,1826,3,2,125
3,1689,3,2,103
3,1075,2,1,31
5,2500,4,,1400
2,960,2,1,48
2,808,2,1,40
2,907,2,2,38.5
2,1300,2,2,55
3,1804,3,2,150
3,1350,3,2,81
3,1836,3,2,125
2,826,2,2,36
2,1200,2,3,68
4,3000,3,3,300
4,2400,4,2,405
2,1460,2,,80
4,1200,4,3,140
2,965,2,2,56
4,2000,4,2,95
3,1395,2,2,70
3,1660,3,2,116
2,935,2,2,35
2,1180,2,1,39
2,1090,2,1,31.48
2,1204,2,1,82
3,2072,4,2,153
2,1056,2,1,65
2,985,2,2,62
3,1315,2,2,49
2,734,2,1,22
4,2900,4,2,200
3,2317,4,3,140
1,600,1,0,45
4,2200,3,0,115
2,656,2,1,25
1,400,1,1,11.5
1,666,1,1,36.8
4,3293,5,2,425
2,1174,2,1,47
2,1153,2,2,56.7
4,1000,4,1,90
5,2400,5,2,85
2,957,2,1,47
2,910,2,2,160
2,1060,2,1,50
2,1000,2,1,50
3,1843,3,2,88
3,1150,2,2,40.25
3,1230,2,2,31.37
4,3197,5,2,335
3,1703,3,2,130
2,1125,2,1,41.5
3,1516,3,3,65
2,1130,2,2,56
4,3596,5,1,279
3,1512,3,2,103
3,1491,3,1,88
2,1250,2,2,95
3,1650,3,2,90.75
2,1140,2,1,48.7
4,1200,4,1,110
3,1881,3,,95
3,1100,3,2,56.57
3,2666,4,1,200
2,1500,2,1,50
2,1217,2,1,164
2,1197,2,1,50
6,2400,4,1,170
3,1345,3,2,60
4,1200,4,2,100
4,3230,5,0,165
3,1260,2,1,95
4,2750,5,1,240
2,1200,2,0,80
3,1650,3,0,52
1,600,1,0,45
2,1025,2,1,35.88
4,1925,,,80.59
2,973,2,1,56
4,4110,4,2,590
3,2533,3,3,425
2,1007,2,1,75
1,615,1,0,39.99
3,1830,3,1,119
2,1077,2,1,50
1,672,1,1,27
3,1280,3,0,87
2,865,2,0,40
2,1000,2,2,33
2,1285,2,2,65
1,662,1,1,29
5,2297,5,2,269
5,3750,6,3,295
3,1850,3,3,95
3,1754,3,2,132
5,1200,4,2,150
5,2200,7,2,350
3,1567,3,1,100
3,1695,3,3,50
2,360,2,1,40
2,1150,2,1,69.44
3,1690,3,2,85
3,2350,3,2,210
2,1057,2,1,65
2,1320,2,1,91
4,2119,4,3,111
2,1125,2,1,48
3,2254,3,2,170
1,645,1,1,34.18
2,1050,2,2,52.08
2,1040,2,1,41.6
3,1700,3,1,194
3,1760,3,,115
3,1138,3,2,128
2,984,2,1,45.91
2,1140,2,2,38.65
3,3596,3,1,200
3,1365,3,2,54
1,560,1,0,19
2,1404,2,1,75
4,1540,4,3,45
3,1050,2,1,39
4,360,4,3,37
3,1550,3,3,72.5
3,1653,3,3,93
2,1194,2,2,47
3,1471,2,3,75
2,700,2,1,35
2,812,2,1,38.25
3,1504,2,2,83
3,1450,3,2,75
2,957,2,2,54.5
1,460,1,1,13
2,900,2,0,128
2,1050,2,1,75
3,1820,3,2,85
2,1033,2,2,32
2,800,1,1,90
1,520,2,0,29
2,1165,2,2,88.5
2,1280,2,1,61
3,1950,3,3,230
1,600,1,0,58
3,1550,3,3,65.1
2,1392,2,1,130
3,1221,3,3,75
1,1000,1,1,19
2,1300,2,2,60
2,1065,2,3,31.5
3,1209,2,3,65
1,375,1,0,40
3,7800,3,2,2000
3,1929,4,1,101
2,1255,2,1,84
2,1035,2,1,31.05
4,1200,5,2,270
3,1650,3,2,101
3,1275,2,3,65
2,1128,2,1,65.58
2,1140,2,2,38.55
4,1200,4,2,200
2,1183,2,2,58.56
2,1155,2,1,39
3,1245,2,2,43.57
2,1000,2,1,38
2,1040,2,1,75
4,2062,3,,140
3,1477,2,2,75
4,1050,3,3,85
3,1525,2,2,65
,2000,,,120
2,1220,2,1,65
3,2388,3,1,195
2,1355,2,1,97.6
2,1141,2,1,62
2,1046,2,0,49.06
1,630,1,2,35
2,1247,2,2,62.35
4,3855,4,3,220
2,850,2,1,32.5
2,1120,2,2,36
8,800,8,,285
3,1798,3,1,110
3,1180,2,1,45
2,1000,2,1,34
2,1216,2,1,82
2,900,2,0,65
2,1100,2,0,65
3,1842,3,2,115
3,1075,2,1,43
2,1495,3,3,88
3,1700,3,3,120
3,1564,3,1,103
2,1256,2,1,65
2,1047,2,1,89
3,1458,3,1,78.45
2,1063,2,1,61.17
4,7400,5,,1850
2,1150,2,1,52.5
1,450,1,1,9
2,1360,2,0,45
3,1605,3,2,76
3,1200,4,2,205
3,1810,3,2,100
2,1250,2,2,48.5
3,1475,2,2,58.99
2,1100,3,0,125
2,850,2,1,25.4
2,1025,2,1,26.65
2,980,2,1,45
3,1428,2,1,70
2,1130,2,,74
3,1592,3,,125
3,2050,3,3,82
2,1407,2,1,83.87
3,4170,3,2,800
3,1585,3,1,84
3,1785,3,2,130
2,900,2,3,45
4,1350,4,2,160
3,1843,3,2,96.2
4,2375,3,,260
2,1200,2,1,67
2,1113,2,1,52
2,1125,2,1,47
3,1200,3,1,56
3,1150,3,2,45
2,770,1,1,70
2,1181,2,2,57
3,1550,3,3,64.7
2,1200,2,,86
2,1295,2,2,55.47
3,480,3,3,65
3,1506,3,1,95
3,1872,3,2,152
4,2900,4,2,240
3,1326,2,1,35
2,1040,2,1,33.28
5,1200,5,1,90
2,1020,2,1,48
3,1400,3,2,90
10,4000,12,,160
1,812,1,1,26
2,1100,2,1,54
2,829,2,1,22.8
5,750,4,3,95
4,2700,4,2,350
3,1500,3,1,72.99
2,850,2,1,25.99
2,1180,2,2,60
4,5108,5,2,995
3,2215,4,2,150
2,1010,2,1,36
2,1350,2,2,60
2,1100,2,0,50
3,1450,2,2,62.93
2,1133,2,2,40
3,1564,3,2,100
2,640,1,0,10.5
3,2072,4,2,157
2,432,2,1,65
3,1460,2,3,51.1
1,600,2,1,35
2,1050,2,2,52.07
2,700,2,1,35
3,1200,3,0,66
1,654,1,1,38
2,1105,2,2,50
3,1800,3,3,150
2,1200,2,2,160
1,700,1,1,30.84
2,1000,2,1,51
5,3500,5,0,350
3,1240,2,1,63
2,1200,2,3,45
3,1400,2,2,80
3,1393,3,2,54
2,1140,2,2,50
5,1000,5,,130
3,1640,3,2,70
2,1200,2,0,62
2,720,2,2,65
3,1650,3,3,68
4,2496,4,2,125
2,905,2,1,32
3,1600,3,1,125
2,1070,2,1,45.48
4,8400,5,2,1675
2,1200,2,2,100
5,1800,5,2,350
4,2600,4,2,115
2,1145,2,2,75
3,1495,3,2,55
3,1200,2,1,300
3,1400,3,2,53
3,1558,3,2,90
2,1007,2,1,53
2,902,2,1,25.26
2,1054,2,1,53
3,1135,2,3,39.73
2,996,2,2,49
2,1275,2,2,47
2,1250,2,0,75
4,2502,4,2,170
2,1394,2,3,52
2,1243,2,2,46
2,1216,2,1,75
2,1075,2,1,57
,1200,,,42.3
3,1500,3,3,120
4,1708,3,1,76
3,1500,3,1,250
3,1800,4,3,115
2,1532,2,1,65
3,1726,3,2,81.99
2,1220,2,2,54.89
2,1100,2,2,50
3,1530,3,3,40
2,840,2,1,28
3,1250,4,3,39
2,1030,2,,35
3,1499,3,2,89
3,1280,2,3,55
2,1170,2,2,59
3,2646,3,,99
2,1161,2,3,36.69
2,1633,2,1,72
2,1050,2,2,65
4,1650,5,3,309
1,540,1,0,13.26
1,418,2,1,11.5
2,905,2,2,50
3,1510,2,2,55
3,1390,2,3,60.47
2,1101,2,2,66
4,2736,4,,130
3,2350,4,2,163
2,1056,2,2,55
3,1425,2,2,49.88
3,1450,3,1,70
2,1000,2,2,34
1,575,1,1,38
3,1350,2,2,47.24
3,2000,2,0,180
3,1770,3,2,90
3,3155,3,2,315
2,616,3,1,45
1,745,1,0,34.27
7,6500,7,1,104
4,2400,4,1,650
2,1547,2,2,103
3,1713,3,1,120
4,3300,4,2,430
8,1135,4,1,190
3,1856,4,2,180
2,1152,2,1,57
2,1100,2,1,46.75
3,2357,3,2,135
3,1820,4,2,95
3,1865,3,1,139
2,1240,2,2,65
3,1360,3,1,75
4,4200,4,2,255
3,1450,2,2,63.51
2,1139,2,2,72
3,1565,2,2,56
3,1200,3,2,165
4,600,4,0,77
2,1200,2,2,39
3,1855,3,3,140
2,1100,2,1,55
3,1350,2,2,65
3,2266,3,2,207
1,660,1,1,23
2,1490,2,1,150
3,1083,2,1,48
2,1232,2,1,83
3,1550,3,1,86.8
2,1227,2,2,70
2,1059,2,2,68
2,545,1,1,29
2,1152,2,1,54
2,870,1,1,45
2,1210,2,1,78
1,663,1,0,46.1
3,1464,2,1,135
3,1365,3,1,80
3,1704,3,1,120
3,1390,,,60.55
2,1256,2,,73
2,883,2,0,49
3,1080,2,1,45
2,497,1,1,25
2,1073,2,1,52.36
6,3000,6,3,250
2,1300,2,3,32
1,662,1,0,45
2,1200,2,2,75
3,1550,3,3,75
3,1707,3,2,171
2,1310,2,2,80.43
3,1577,3,2,65
3,1324,3,2,65
3,1786,2,2,106
2,1174,2,1,75
1,565,1,1,33
3,1400,2,1,95
1,635,1,1,28
6,3000,8,2,400
3,1368,2,1,54.71
3,1450,3,3,55
2,1045,2,2,48
2,1128,2,1,65.4
2,1125,2,1,54
2,1195,2,1,62.38
1,630,2,1,70
3,1350,2,0,105
3,1740,3,0,120
2,877,2,1,29
3,1770,4,1,68
1,450,1,1,15
2,1000,2,1,55
2,1300,2,2,78
3,1300,2,1,42
2,985,2,1,40.39
2,1045,2,2,42
2,1250,2,1,62.4
3,2400,4,1,130
2,1194,2,2,46
3,1420,3,3,68
3,1720,3,3,83
3,1530,2,2,74.4
3,1200,2,0,66
3,1570,3,3,88
3,1157,2,1,74
2,535,1,1,20
2,1120,2,2,39.2
2,1150,2,2,60
5,2400,5,2,200
2,1215,2,1,68
2,1444,2,1,75.97
3,2003,3,3,200
2,1100,2,2,70
2,900,2,1,42
3,1372,2,1,43.9
4,4500,5,3,150
3,1180,2,1,55.5
2,1096,2,2,39
3,2504,3,3,138
3,1350,2,2,47.25
1,420,1,1,23.5
3,1832,3,1,116
6,1380,7,2,130
2,940,2,1,40
4,4290,5,3,625
2,1020,2,1,29.45
6,2500,6,0,81
2,1400,2,2,45
3,1675,3,2,65
2,708,2,1,32
2,1123,2,1,36
2,1100,2,1,49.49
2,1225,2,2,71.05
3,1683,3,1,140
1,410,1,1,15
3,2400,2,2,300
4,1350,4,1,90
2,1475,2,2,80
2,1120,2,2,49
2,1150,2,1,42
2,1165,2,1,85
3,1756,3,2,134
2,1409,2,2,95
2,1212,2,1,56.9
2,1140,2,2,26.49
3,2087.01,3,2,115
1,750,1,0,34.1
3,1700,3,1,118
3,1660,3,0,91.855
2,1110,2,1,52
2,1000,2,1,28.88
7,1550,7,3,160
4,2704,5,0,105
2,3760,2,0,280
5,1600,5,2,140
2,1205,2,2,64.47
2,1418,2,2,105
3,1650,3,3,82
7,1200,7,2,139
2,1150,2,1,38
3,3071,4,,300
4,2400,5,2,100
2,850,2,0,34
3,1580,3,1,83.74
2,1216,2,1,84.03
1,381,1,1,28
9,4600,9,2,200
2,1040,2,1,55
4,2429,3,1,210
3,1260,2,1,49
3,1498,3,2,74.9
3,1200,2,2,65
2,1355,2,1,72.9
3,1450,3,1,65
3,1860,3,2,168
2,1240,2,2,70
3,1300,2,2,55
4,2500,5,2,245
3,1950,4,2,120
3,1625,2,2,145
2,1200,2,2,30
2,1101,2,2,66
2,1216,2,1,72.5
3,1250,2,3,50
3,2100,3,0,70
3,1470,3,2,54
3,1365,3,1,76.18
2,1364,2,1,64.79
2,1180,2,1,59.47
3,1800,3,2,130
2,1350,2,2,42
3,1573,3,2,98
3,1620,3,3,95
2,1072,2,1,42.87
1,560,1,1,21
2,1156,2,2,46
2,1336,2,1,86
2,1200,2,1,20
4,3400,4,3,235
3,1608,3,3,54.51
4,4000,4,3,441
2,1215,2,2,40
2,1100,2,1,166
3,1517,3,3,100
2,1565,2,2,69
6,1680,4,1,250
3,2025,4,2,115
2,1057,2,1,34.71
3,3850,3,3,650
2,1044,2,2,34
3,1695,3,2,125
3,1635,3,1,61
2,1140,2,2,56
2,1150,2,2,35
2,1110,2,2,110
2,1163,2,2,64.08
3,1418,2,2,65
2,1155,2,1,60
2,1115,2,2,78
3,2250,3,,180
2,1020,2,2,48.45
3,1485,3,2,78
4,1920,5,2,250
1,1350,2,0,45
2,1209,2,2,100
2,1089,2,1,43.55
2,1445,2,2,82
3,1250,2,2,50
3,1500,3,1,95
3,1705,3,2,75
3,2200,3,2,160
5,2925,5,3,936
8,1800,8,1,110
5,7200,5,2,900
3,1830,3,,90
3,1450,3,2,58
3,1220,3,2,56
2,1259,2,2,69.45
3,1260,2,1,73
3,2500,5,1,120
3,1919,3,2,121
6,1400,6,3,160
3,2050,3,,120
2,1050,2,1,103
2,1000,2,2,60
3,1640,3,1,86.8
3,1488,2,2,65
3,1265,2,2,53.12
3,1640,3,2,120
3,1719.3,2,2,88
4,1200,4,2,130
2,1180,2,2,70
3,1700,3,1,110
2,1464,3,3,56
6,1800,6,0,68
4,1495,2,1,300
2,1225,2,2,62
2,1050,2,0,68
3,1691,3,3,120
3,2250,3,2,199
4,3700,4,2,314
8,1244,6,2,130
4,750,4,2,120
2,1190,2,3,42.25
2,1243,2,2,46
2,765,2,1,37.49
2,730,1,2,52
3,1405,3,0,169
3,1350,3,1,45.9
1,500,1,1,18
2,1200,2,2,55
2,1165,2,1,33.64
3,1400,2,2,57
4,4800,6,2,420
3,1668,2,,120
1,700,1,1,35
3,1485,2,1,66
2,700,2,1,41
3,1346,2,1,100
3,1075,2,1,47
2,1050,2,1,43.5
3,1800,3,2,53
3,1609,3,3,115
2,770,1,1,35
2,1076,2,1,50
2,1052,2,2,51
2,1000,2,2,35
2,1000,2,1,28.88
3,1262,2,1,83
3,720,3,1,48
1,500,1,1,16
4,3500,4,,700
3,1600,3,2,180
2,1251,2,1,53
3,1050,3,1,175
2,1140,2,2,49
2,1157,2,2,47.32
1,648,1,1,34
2,1197,2,1,78
3,1500,3,3,51.04
2,1185,2,1,51.15
3,2400,2,1,125
3,1397,3,3,105
2,1175,2,2,47
2,900,2,1,60
3,2710,3,2,170
3,1720,2,2,126
3,1756,3,2,307
1,602,1,1,38
3,1770,3,2,180
6,930,6,1,150
2,1295,2,2,43.9
2,1200,2,2,46.5
2,1100,2,2,45
2,1194,2,2,46
3,720,2,1,32
3,1476,3,0,105
2,1056,2,2,65
2,825,2,1,35
3,1860,3,2,130
2,1063,2,2,40
1,697,1,1,35
1,2400,2,0,230
2,1200,1,1,36
3,1835,3,2,160
3,1365,3,0,79.465
2,1147,2,1,75
3,1360,2,2,47.59
4,3400,5,0,265
2,1080,2,3,64
2,1010,2,1,40.4
4,2600,4,2,523
2,1270,2,1,95
2,1100,2,1,61
2,1410,3,2,92
2,1065,2,1,41.38
2,1200,1,1,36
3,1315,3,3,65
3,1650,3,2,200
2,1140,2,2,43
2,960,2,1,45
2,800,1,1,29
2,1225,2,1,47
2,1020,2,2,45
2,750,2,1,27
3,3000,3,1,550
1,535,1,1,35
2,1035,2,1,60
2,1020,2,1,29.45
3,1315,3,0,64
3,1350,2,2,130
3,1075,2,1,48
3,1450,2,3,50
1,1806,1,1,150
2,1350,2,1,99
3,1282,3,2,178
3,1929,3,1,103
2,1100,2,2,72
3,1800,3,2,110
2,1223,2,1,42.81
3,1664,3,2,69.89
3,1360,2,2,47.59
2,1158,2,2,67
3,1420,3,2,58
2,1268,2,1,127
2,1308,2,1,75
3,1485,3,1,140
2,1067,2,3,33.99
4,2000,4,0,100
3,2450,3,3,330
2,1152,2,1,42
3,1525,2,2,62.82
2,935,2,1,32.72
3,1465,2,2,88
2,1198,2,1,65
2,1145,2,1,63
2,1000,2,1,42
1,400,1,1,11.5
4,3420,3,2,410
3,1310,3,1,63.22
3,1861,3,3,92
3,1265,2,2,65
2,1280,2,2,75
3,1279,2,1,53.76
3,1200,2,0,66
2,680,3,2,60
3,1590,3,2,57
3,1837,3,3,142
3,1703,3,2,130
3,1293,2,2,80
2,700,2,1,35
3,1450,3,2,75
2,1030,2,2,57
3,1570,3,3,65.93
2,1000,2,2,60
3,1075,2,1,37
2,1091,2,1,33.82
3,2210,3,3,165
3,1738,3,0,110
3,1640,3,2,262
2,1205,2,1,56.58
2,1009,2,1,30.27
5,1200,4,3,240
4,3362,5,2,249
3,1410,,,83.3
4,1600,3,0,140
2,960,2,1,55
3,1330,2,2,46.55
2,1024,2,1,32
2,1196,2,2,40.54
1,800,1,1,29.5
3,2650,3,2,260
2,1080,2,2,60
2,1150,2,1,55
3,1286,2,1,68
4,2990,3,2,198
2,1150,2,2,90
2,1310,2,2,111
2,1352,2,2,72
2,1307,2,1,50
4,1500,4,1,89.45
3,1500,3,1,90
2,1079,2,0,55.975
3,1600,3,0,69.1
4,2800,4,0,241
1,682,1,1,36.23
4,2500,4,1,420
3,1650,3,2,85.5
3,1850,3,2,120
4,2000,4,1,85
2,982,2,1,25
2,2015,4,0,325
3,1702,3,2,115
2,1250,2,2,79
2,1240,2,2,40.54
2,1050,2,1,110
2,1023,2,1,52.59
2,1541,2,1,181
2,1275,2,1,105
2,1230,2,0,71.195
3,1580,3,3,125
2,1343,2,2,75
3,1365,3,1,52.81
2,1047,2,1,72
2,1187,2,2,42
4,1050,3,0,147
1,560,1,0,90
3,1000,2,1,120
5,1200,5,,260
2,1075,2,2,45
